gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Cxcl11,56066,ENSMUSG00000060183,CXCL11,6373,ENSG00000169248,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|Inparanoid|OMA|Panther,5
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Cxcl5,20311,ENSMUSG00000029371,CXCL6,6372,ENSG00000124875,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Cxcl9,17329,ENSMUSG00000029417,CXCL9,4283,ENSG00000138755,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Cxcr6,80901,ENSMUSG00000048521,CXCR6,10663,ENSG00000172215,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Cybb,13058,ENSMUSG00000015340,CYBB,1536,ENSG00000165168,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Dcbld2,73379,ENSMUSG00000035107,DCBLD2,131566,ENSG00000057019,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ebi3,50498,ENSMUSG00000003206,EBI3,10148,ENSG00000105246,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Edn1,13614,ENSMUSG00000021367,EDN1,1906,ENSG00000078401,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Eif2ak2,19106,ENSMUSG00000024079,EIF2AK2,5610,ENSG00000055332,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Emp3,13732,ENSMUSG00000040212,EMP3,2014,ENSG00000142227,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ereg,13874,ENSMUSG00000029377,EREG,2069,ENSG00000124882,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,F3,14066,ENSMUSG00000028128,F3,2152,ENSG00000117525,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ffar2,233079,ENSMUSG00000051314,FFAR2,2867,ENSG00000126262,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Fpr1,14293,ENSMUSG00000045551,FPR1,2357,ENSG00000171051,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Fzd5,14367,ENSMUSG00000045005,FZD5,7855,ENSG00000163251,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gabbr1,54393,ENSMUSG00000024462,GABBR1,2550,ENSG00000204681,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gch1,14528,ENSMUSG00000037580,GCH1,2643,ENSG00000131979,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gna15,14676,ENSMUSG00000034792,GNA15,2769,ENSG00000060558,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gnai3,14679,ENSMUSG00000000001,GNAI3,2773,ENSG00000065135,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gp1ba,14723,ENSMUSG00000050675,GP1BA,2811,ENSG00000185245,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gpc3,14734,ENSMUSG00000055653,GPC3,2719,ENSG00000147257,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gpr132,56696,ENSMUSG00000021298,GPR132,29933,ENSG00000183484,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Gpr183,321019,ENSMUSG00000051212,GPR183,1880,ENSG00000169508,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Has2,15117,ENSMUSG00000022367,HAS2,3037,ENSG00000170961,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Hbegf,15200,ENSMUSG00000024486,HBEGF,1839,ENSG00000113070,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Hif1a,15251,ENSMUSG00000021109,HIF1A,3091,ENSG00000100644,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Hpn,15451,ENSMUSG00000001249,HPN,3249,ENSG00000105707,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Hrh1,15465,ENSMUSG00000053004,HRH1,3269,ENSG00000196639,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Icam1,15894,ENSMUSG00000037405,ICAM1,3383,ENSG00000090339,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Icam4,78369,ENSMUSG00000001014,ICAM4,3386,ENSG00000105371,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB,9
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Icosl,50723,ENSMUSG00000000732,ICOSLG,23308,ENSG00000160223,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ifitm1,68713,ENSMUSG00000025491,IFITM1,8519,ENSG00000185885,M5932,"","","","",Genes defining inflammatory response.,10090,HGNC|OMA|OrthoDB|Panther|PhylomeDB|Treefam,6
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ifnar1,15975,ENSMUSG00000022967,IFNAR1,3454,ENSG00000142166,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ifngr2,15980,ENSMUSG00000022965,IFNGR2,3460,ENSG00000159128,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il10,16153,ENSMUSG00000016529,IL10,3586,ENSG00000136634,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il10ra,16154,ENSMUSG00000032089,IL10RA,3587,ENSG00000110324,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il12b,16160,ENSMUSG00000004296,IL12B,3593,ENSG00000113302,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il15,16168,ENSMUSG00000031712,IL15,3600,ENSG00000164136,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il15ra,16169,ENSMUSG00000023206,IL15RA,3601,ENSG00000134470,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il18,16173,ENSMUSG00000039217,IL18,3606,ENSG00000150782,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il18r1,16182,ENSMUSG00000026070,IL18R1,8809,ENSG00000115604,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il18rap,16174,ENSMUSG00000026068,IL18RAP,8807,ENSG00000115607,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il1a,16175,ENSMUSG00000027399,IL1A,3552,ENSG00000115008,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il1b,16176,ENSMUSG00000027398,IL1B,3553,ENSG00000125538,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il1r1,16177,ENSMUSG00000026072,IL1R1,3554,ENSG00000115594,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il2rb,16185,ENSMUSG00000068227,IL2RB,3560,ENSG00000100385,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il4ra,16190,ENSMUSG00000030748,IL4R,3566,ENSG00000077238,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il6,16193,ENSMUSG00000025746,IL6,3569,ENSG00000136244,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Il7r,16197,ENSMUSG00000003882,IL7R,3575,ENSG00000168685,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Inhba,16323,ENSMUSG00000041324,INHBA,3624,ENSG00000122641,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Irak2,108960,ENSMUSG00000060477,IRAK2,3656,ENSG00000134070,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Irf1,16362,ENSMUSG00000018899,IRF1,3659,ENSG00000125347,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Irf7,54123,ENSMUSG00000025498,IRF7,3665,ENSG00000185507,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Itga5,16402,ENSMUSG00000000555,ITGA5,3678,ENSG00000161638,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Itgb3,16416,ENSMUSG00000020689,ITGB3,3690,ENSG00000259207,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Itgb8,320910,ENSMUSG00000025321,ITGB8,3696,ENSG00000105855,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Kcna3,16491,ENSMUSG00000047959,KCNA3,3738,ENSG00000177272,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Kcnj2,16518,ENSMUSG00000041695,KCNJ2,3759,ENSG00000123700,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Kcnmb2,72413,ENSMUSG00000037610,KCNMB2,10242,ENSG00000197584,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Kif1b,16561,ENSMUSG00000063077,KIF1B,23095,ENSG00000054523,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Klf6,23849,ENSMUSG00000000078,KLF6,1316,ENSG00000067082,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lamp3,239739,ENSMUSG00000041247,LAMP3,27074,ENSG00000078081,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lck,16818,ENSMUSG00000000409,LCK,3932,ENSG00000182866,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lcp2,16822,ENSMUSG00000002699,LCP2,3937,ENSG00000043462,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ldlr,16835,ENSMUSG00000032193,LDLR,3949,ENSG00000130164,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lif,16878,ENSMUSG00000034394,LIF,3976,ENSG00000128342,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lpar1,14745,ENSMUSG00000038668,LPAR1,1902,ENSG00000198121,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lta,16992,ENSMUSG00000024402,LTA,4049,ENSG00000226979,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ly6e,17069,ENSMUSG00000022587,LY6E,4061,ENSG00000160932,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Lyn,17096,ENSMUSG00000042228,LYN,4067,ENSG00000254087,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Marco,17167,ENSMUSG00000026390,MARCO,8685,ENSG00000019169,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Mefv,54483,ENSMUSG00000022534,MEFV,4210,ENSG00000103313,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Mep1a,17287,ENSMUSG00000023914,MEP1A,4224,ENSG00000112818,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Met,17295,ENSMUSG00000009376,MET,4233,ENSG00000105976,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Mmp14,17387,ENSMUSG00000000957,MMP14,4323,ENSG00000157227,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Msr1,20288,ENSMUSG00000025044,MSR1,4481,ENSG00000038945,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Mxd1,17119,ENSMUSG00000001156,MXD1,4084,ENSG00000059728,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Myc,17869,ENSMUSG00000022346,MYC,4609,ENSG00000136997,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nampt,59027,ENSMUSG00000020572,NAMPT,10135,ENSG00000105835,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Ndp,17986,ENSMUSG00000040138,NDP,4693,ENSG00000124479,M5932,"","","","",Genes defining inflammatory response.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nfkb1,18033,ENSMUSG00000028163,NFKB1,4790,ENSG00000109320,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nfkbia,18035,ENSMUSG00000021025,NFKBIA,4792,ENSG00000100906,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nlrp3,216799,ENSMUSG00000032691,NLRP3,114548,ENSG00000162711,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nmi,64685,ENSMUSG00000026946,NMI,9111,ENSG00000123609,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nmur1,14767,ENSMUSG00000026237,NMUR1,10316,ENSG00000171596,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_INFLAMMATORY_RESPONSE,Nod2,257632,ENSMUSG00000055994,NOD2,64127,ENSG00000167207,M5932,"","","","",Genes defining inflammatory response.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
